CASE_T,DISTRICT,CASE_F,BUILD_NAME,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,TRANS_TARGET,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE,RENT_TYPE,RENT_PERIOD,MANAGE,RENT_SERVICE
買賣,中正區,土地,,河堤段三小段0081-0001地號,0.08,,1150518,土地:1建物:0車位:,,,,,,,,0,,,,無,,,3,37.5,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,
買賣,南港區,車位,,永吉路555號等共有部分,0.69,,1150502,土地:2建物:1車位:2,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,十五層,十六層,十七層,十八層,十九層,二十層,二十一層,二十二層,二十三層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",,,見其他登記事項,,,15.76,,,,無,,,600,0,-,坡道平面2,15.76,600,有,,,,僅車位交易。,,,,
買賣,內湖區,房地(土地+建物)+車位,,內湖路二段265號五樓之1,3.22,,1150515,土地:1建物:1車位:1,,五層,,大樓(11層含以上有電梯),住家用,,,37.71,2,2,1,有,,,3328,102.3,否,坡道平面1,8.11,300,有,,,,,,,,
買賣,中山區,房地(土地+建物),,中山北路二段59巷46之1號,19.66,,1150401,土地:1建物:1車位:,,"一層,騎樓",,透天厝,,,,15.5,0,2,1,有,,,4650,0,-,,0,0,無,,,,建築物含有：夾層、其他增建。,,,,
租賃,信義區,房屋,,和平東路三段391巷8弄67號五樓,0,,1150429,土地:建物:車位:房間個數:1,,五層,005,公寓(無電梯),住家用,,,5.74,5,1,2,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路、傢俱,1,1306.62,否,,0,0,,,,,租金：含下列其他衍生費用：網路費。,分租雅房,115/05/11至116/06/13,無,一般轉租
買賣,松山區,土地,,敦化段一小段0565-0000地號,8.02,,1150518,土地:4建物:0車位:,,,,,,,,0,,,,無,,,219,27.31,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,
租賃,中山區,房屋,,新生北路三段1號十樓之17,0,,1150505,土地:建物:1車位:房間個數:,,十層,014,住宅大樓(11層含以上有電梯),住家用,,,11.04,1,0,1,有,有,冷氣1台、熱水器、洗衣機、傢俱,2,1358.7,否,,0,0,,,,,其他：續租案件。,獨立套房,115/05/05至116/05/04,有,社會住宅代管
買賣,南港區,房地(土地+建物),,研究院路二段12巷57弄34號五樓,10.87,,1150412,土地:1建物:1車位:,,五層,,公寓(5樓含以下無電梯),住家用,,,34.16,3,2,2,有,,,1520,44.5,否,,0,0,無,,,,建築物含有：頂樓加蓋、其他增建。,,,,
租賃,士林區,房屋,,重慶北路四段190巷5弄15號三樓,0,,1150505,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),住家用,,,16.34,1,2,1,有,無,冷氣2台、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,2,1217.87,否,,0,0,,,,,,獨立套房,115/05/24至118/05/23,無,社會住宅包租轉租
買賣,中山區,房地(土地+建物),,林森北路472號十樓之10,1.16,,1150427,土地:1建物:1車位:,,十層,,華廈(10層含以下有電梯),住家用,,,10.21,1,1,1,有,,,774,75.81,否,,0,0,有,,,,,,,,
租賃,松山區,房屋,,八德路四段765號十四樓之1,0,,1150501,土地:建物:車位:房間個數:1,,十四層,014,住宅大樓(11層含以上有電梯),住家用,,,14.85,3,0,3,有,有,冷氣1台、洗衣機、電視機、冰箱、網路、傢俱,2,1414.14,否,,0,0,,,,,套房E室,分租套房,115/05/01至116/04/30,有,一般代管
租賃,大同區,房屋,,重慶北路三段137巷10號三樓,0,,1150506,土地:建物:車位:房間個數:1,,三層,004,公寓(無電梯),住家用,,,8.12,5,1,2,有,無,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,2,2401.48,否,,0,0,,,,,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租套房,115/05/13至116/05/12,無,一般轉租
買賣,文山區,房地(土地+建物)+車位,,萬芳路8之9號二十六樓,33.35,,1150311,土地:2建物:1車位:1,,二十六層,,大樓(11層含以上有電梯),見其他登記事項,,,46.92,3,2,2,有,,,4366,113.02,否,坡道平面1,10.68,270,有,,,,,,,,
租賃,士林區,房屋,,小西街46號四樓,0,,1150501,土地:建物:1車位:房間個數:0,,四層,005,公寓(無電梯),住家用,,,19.38,2,1,2,有,無,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,1160.99,否,,0,0,,,,,,整棟(戶)出租,115/05/25至116/05/24,無,社會住宅代管
買賣,南港區,房地(土地+建物)+車位,,市民大道八段185號十九樓,33.75,,1090118,土地:1建物:1車位:3,,十九層,,大樓(11層含以上有電梯),見其他登記事項,,,238.91,,,,無,,,31268,149.73,否,坡道平面3,37.29,1080,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,北投區,房地(土地+建物)+車位,,文林北路125號二樓,9.57,,1140612,土地:2建物:1車位:1,,二層,,大樓(11層含以上有電梯),見其他登記事項,,,56.76,3,2,2,有,,,6200,120.87,否,坡道平面1,8.03,310,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,內湖區,土地,,潭美段一小段0434-0000地號,4.68,,1150515,土地:2建物:0車位:,,,,,,,,0,,,,無,,,220,47.01,-,,0,0,無,,,,土地上有：未登記建物。,,,,
租賃,大安區,房屋,,忠孝東路三段251巷12弄6之2號,0,,1150506,土地:建物:車位:房間個數:2,,三層,004,公寓(無電梯),,,,17.11,3,2,2,有,無,冷氣3台、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,4,2396.26,否,,0,0,,,,,承租人：多人共同承租，共2人。A室,分租套房,115/05/07至116/03/31,無,一般轉租
租賃,松山區,房屋,,八德路四段602號六樓之6,0,,1150501,土地:建物:車位:房間個數:1,,六層,012,住宅大樓(11層含以上有電梯),住家用,,,4.24,4,1,1,有,有,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,3419.81,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租雅房,115/05/08至115/07/03,有,一般轉租
買賣,南港區,房地(土地+建物)+車位,,東明街152巷32號二樓,6.02,,1100806,土地:1建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,44.36,3,2,2,有,,,3308,90.79,否,坡道平面1,11.12,290,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,萬華區,房地(土地+建物),,西園路二段320巷36弄16號三樓,3,,1150403,土地:1建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,9.2,0,2,1,有,,,410,44.57,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。,,,,
租賃,中山區,房屋,,民生東路一段25號五樓之30,0,,1150501,土地:建物:1車位:房間個數:,,五層,012,住宅大樓(11層含以上有電梯),商業用,,,12.65,1,0,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,2,1739.13,否,,0,0,,,,,其他：續租案件。管理費：759元，租金不含管理費，由承租人負擔。,獨立套房,115/06/15至116/06/14,有,社會住宅代管
買賣,南港區,房地(土地+建物)+車位,,市民大道八段201號九樓,15.98,,1090115,土地:1建物:1車位:2,,九層,,大樓(11層含以上有電梯),見其他登記事項,,,118.76,,,,無,,,12213,123.04,否,坡道平面2,24.86,660,有,,,,預售屋、或土地及建物分件登記案件。,,,,
買賣,萬華區,土地,,雙園段一小段0252-0000地號,1.21,,1150518,土地:1建物:0車位:,,,,,,,,0,,,,無,,,21,17.36,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,
租賃,松山區,房屋,,新東街11巷11號二樓,0,,1150507,土地:建物:1車位:房間個數:,,二層,004,公寓(無電梯),住家用,,,30.68,2,2,2,有,無,冷氣3台、熱水器、瓦斯或天然氣、傢俱,3,977.84,否,,0,0,,,,,承租人：多人共同承租，共2人。,整棟(戶)出租,115/05/07至116/08/31,無,社會住宅包租轉租
租賃,內湖區,房屋,,東湖路106巷7弄9號二樓,0,,1150504,土地:建物:1車位:房間個數:,,二層,005,公寓(無電梯),住家用,,,29.33,3,2,1,有,無,冷氣3台、熱水器、洗衣機、瓦斯或天然氣,3,954.65,否,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/05/25至117/05/24,無,社會住宅包租轉租
買賣,大安區,房地(土地+建物),,和平東路二段42號六樓之2,1.91,,1150505,土地:1建物:1車位:,,六層,,大樓(11層含以上有電梯),商業用,,,21.07,2,2,1,有,,,2550,121.03,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。,,,,
租賃,松山區,房屋,,富錦街8號四樓之1,0,,1150507,土地:建物:1車位:房間個數:,,四層,012,住宅大樓(11層含以上有電梯),住家用,,,44.54,4,2,2,有,有,冷氣5台、瓦斯或天然氣、傢俱,6,1392.01,否,,0,0,,,,,,整棟(戶)出租,115/06/01至117/05/31,有,一般包租
租賃,大安區,房屋,,復興南路二段347號,0,,1150506,土地:0建物:1車位:房間個數:,,一層,004,店面(店鋪),,,,27.5,,,,無,無,無,7,2472.73,否,,0,0,,,,,租金：含稅。,,115/06/21至120/06/20,無,
買賣,大同區,房地(土地+建物),,重慶北路二段33號五樓之1,4.29,,1150402,土地:1建物:1車位:,,五層,,大樓(11層含以上有電梯),商業用,,,39.49,3,2,2,有,,,2850,72.17,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。,,,,
買賣,中山區,房地(土地+建物),,林森北路413號六樓之5,1.9,,1150225,土地:2建物:1車位:,,六層,,大樓(11層含以上有電梯),住家用,,,19.97,3,2,1,有,,,1320,66.1,否,,0,0,有,,,,建築物含有：其他增建、陽台外推。鐵鋁窗增建,,,,
租賃,松山區,房屋,,敦化北路100號,0,,1150505,土地:建物:車位:房間個數:1,,十四層,015,住宅大樓(11層含以上有電梯),商業用,,,9.3,300,10,300,有,無,冷氣1台、熱水器、電視機、冰箱、傢俱,2,2311.83,否,,0,0,,,,,租金：含下列其他衍生費用：電費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租套房,115/05/05至116/05/20,無,一般轉租
買賣,士林區,房地(土地+建物)+車位,,文林路708號四樓,3.51,,1100426,土地:1建物:1車位:1,,四層,,大樓(11層含以上有電梯),見其他登記事項,,,35.08,3,2,2,有,,,2990,85.23,是,升降機械1,0,160,有,,,,"預售屋、或土地及建物分件登記案件。轉讓日期:113.05.15  最後一手權利買賣契約之成交價格:29,900,000元",,,,
租賃,萬華區,房屋,,萬大路329巷3弄17號四樓,0,,1150501,土地:建物:車位:房間個數:1,,四層,004,公寓(無電梯),住家用,,,3.99,5,1,2,有,無,洗衣機、傢俱,1,2431.08,否,,0,0,,,,,,分租雅房,115/05/01至116/04/30,無,一般轉租
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,14.73,,1150506,土地:21建物:1車位:2,D棟D2-11F號,十一層,027,廠辦,商業用,見其他登記事項,,151.04,,,,無,,,10039,69.99,否,坡道平面2,15.04,520,,76.15,3.09,71.8,,,,,
買賣,文山區,房地(土地+建物),,木柵路一段57之5號三樓,10.27,,1150406,土地:1建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,34.44,3,2,2,有,,,1380,40.07,否,,0,0,無,,,,,,,,
買賣,大安區,房地(土地+建物),,通化街245號六樓之2,7.15,,1150413,土地:2建物:1車位:,,六層,,華廈(10層含以下有電梯),住家用,,,36.44,3,2,2,有,,,2858,78.43,否,,0,0,有,,,,,,,,
租賃,中山區,房屋,,松江路97巷21號,0,,1150507,土地:建物:1車位:房間個數:,,見其他登記事項,002,透天厝,,,,32.39,,,,無,無,無,15,0,-,,0,0,,,,,租金：含稅。,,115/05/07至120/05/07,無,
租賃,大同區,房屋,,南京西路165號五樓之2,0,,1150504,土地:建物:1車位:房間個數:,,五層,011,住宅大樓(11層含以上有電梯),商業用,,,6.47,1,1,1,有,有,冷氣1台、熱水器,1,2009.27,否,,0,0,,,,,,獨立套房,115/05/10至116/05/09,有,社會住宅包租轉租
租賃,文山區,房屋,,溪洲街23巷26號五樓,0,,1150504,土地:建物:1車位:房間個數:,,五層,005,公寓(無電梯),住家用,,,29.41,3,2,2,有,無,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,3,918.06,否,,0,0,,,,,,整棟(戶)出租,115/05/04至116/05/03,無,一般代管
租賃,北投區,房屋,,東華街二段192號五樓,0,,1150506,土地:建物:1車位:房間個數:,,五層,005,公寓(無電梯),住家用,,,33.85,3,2,2,有,無,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,3,827.18,否,,0,0,,,,,承租人：多人共同承租，共2人。,整棟(戶)出租,115/05/15至116/05/14,無,社會住宅代管
租賃,中山區,房屋,,中原街22號四樓之7,0,,1150507,土地:建物:1車位:房間個數:,,四層,007,華廈(10層含以下有電梯),住家用,,,20.25,2,1,1,有,有,冷氣3台、熱水器、傢俱,3,1432.1,否,,0,0,,,,,其他：續租案件。管理費：2125元，租金不含管理費，由承租人負擔。,整棟(戶)出租,115/05/15至116/03/14,有,社會住宅代管
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,15.84,,1150506,土地:21建物:1車位:3,D棟D5-13F號,十三層,027,廠辦,商業用,見其他登記事項,,168.81,,,,無,,,11194,71.21,否,坡道平面3,22.56,780,,82.19,3.03,83.59,,,,,
買賣,南港區,房地(土地+建物),,研究院路二段12巷57弄27號三樓,8.14,,1150315,土地:1建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,31.66,3,2,2,有,,,1580,49.91,否,,0,0,無,,,,建築物含有：其他增建。,,,,
租賃,中山區,房屋,,林森北路107巷12號二樓,0,,1150505,土地:建物:車位:房間個數:1,,二層,007,華廈(10層含以下有電梯),住家用,,,8,2,0,1,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、網路、傢俱,2,2250,否,,0,0,,,,,,分租套房,115/05/10至116/05/09,無,無
買賣,中山區,房地(土地+建物)+車位,,新生北路三段90號,1.29,,1150505,土地:1建物:1車位:1,,"一層,地下一層",,華廈(10層含以下有電梯),見其他登記事項,,,12.87,,,,無,,,600,46.62,是,其他1,1.95,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
買賣,南港區,房地(土地+建物)+車位,,市民大道八段205號六樓,32.52,,1150107,土地:1建物:1車位:4,,六層,,大樓(11層含以上有電梯),見其他登記事項,,,250.58,,,,無,,,27514,132.5,否,坡道平面4,49.72,900,有,,,,,,,,
買賣,中山區,房地(土地+建物),,市民大道三段9號九樓,1.34,,1140731,土地:2建物:1車位:,,九層,,大樓(11層含以上有電梯),見其他登記事項,,,12.23,1,1,1,有,,,1780,145.54,否,,0,0,有,,,,預售屋、或土地及建物分件登記案件。,,,,
租賃,北投區,房屋,,建民路36巷3號二樓,0,,1150505,土地:建物:1車位:房間個數:0,,二層,004,公寓(無電梯),住家用,,,27.79,3,2,1,有,無,無,3,1151.49,否,,0,0,,,,,,整棟(戶)出租,115/06/01至116/05/31,無,無
買賣,北投區,房地(土地+建物)+車位,,文林北路125號十八樓,9.43,,1130601,土地:2建物:1車位:1,,十八層,,大樓(11層含以上有電梯),見其他登記事項,,,56.15,3,2,2,有,,,6168,122.36,否,坡道平面1,8.03,280,有,,,,預售屋、或土地及建物分件登記案件。,,,,
租賃,大同區,房屋,,南京西路80號十五樓之3,0,,1150501,土地:建物:1車位:房間個數:,,十五層,015,住宅大樓(11層含以上有電梯),住家用,,,38.8,3,2,2,有,有,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,7,1804.12,否,,0,0,,,,,租金：含下列其他衍生費用：管理費。其他：續租案件。,整棟(戶)出租,115/05/01至116/04/30,有,無
租賃,大安區,房屋,,信義路四段265巷28號二樓之3,0,,1150503,土地:建物:車位:房間個數:1,,二層,007,華廈(10層含以下有電梯),住家用,,,6.5,5,1,2,有,有,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,2,2615.38,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租雅房,115/05/04至116/05/03,有,一般轉租
租賃,中正區,房屋,,羅斯福路一段28號四樓,0,,1150505,土地:建物:車位:房間個數:1,,四層,012,住宅大樓(11層含以上有電梯),見使用執照,,,4,5,1,2,有,有,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,2875,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租雅房,115/05/05至115/11/04,有,一般轉租
買賣,士林區,房地(土地+建物),,中正路689號,7.72,,1150327,土地:1建物:1車位:,,一層,,大樓(11層含以上有電梯),住家用,,,40.2,3,1,2,有,,,1939,48.23,否,,0,0,有,,,,建築物含有：其他增建。,,,,
租賃,內湖區,房屋,,文德路66巷105號三樓,0,,1150505,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),住家用,,,22.94,2,1,1,有,無,冷氣2台、熱水器、瓦斯或天然氣,2,1002.62,否,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/05/05至116/03/31,無,社會住宅代管
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,14.73,,1150506,土地:21建物:1車位:2,D棟D2-10F號,十層,027,廠辦,商業用,見其他登記事項,,151.04,,,,無,,,10029,69.99,否,坡道平面2,15.04,510,,76.15,3.09,71.8,,,,,
預售屋,文山區,房地(土地+建物)+車位,元利四季莊園,臺北市文山區木柵路一段,9.04,,1150507,土地:2建物:1車位:2,C棟06F-C03號,六層,034,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,70.79,3,2,3,有,,,6313,102.04,否,坡道平面2,15,620,,33.68,2.68,34.42,,,,,
租賃,松山區,房屋,,敦化北路100號,0,,1150506,土地:建物:車位:房間個數:1,,十二層,015,住宅大樓(11層含以上有電梯),商業用,,,9.22,300,10,300,有,無,冷氣1台、熱水器、電視機、冰箱、傢俱,2,2318.87,否,,0,0,,,,,租金：含下列其他衍生費用：電費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租套房,115/05/25至116/05/20,無,一般轉租
買賣,中山區,房地(土地+建物),,龍江路288號八樓,2.16,,1150517,土地:1建物:1車位:,,八層,,華廈(10層含以下有電梯),商業用,,,10.52,1,1,1,有,,,1025,97.43,否,,0,0,有,,,,建築物含有：陽台外推。,,,,
